D_Contestadas,% Completado,Edad,Genero,Estado,Estudios,¿En nombre de quién está contestando?,Edad Paciente,Genero Paciente,A Nombre de,Responsable,Socioeconomico,Atencion,D_collector_id,respondent_id
46,1,55 a 64 años,Femenino,Querétaro,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118942022848
42,0.913043478,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118942017218
46,1,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118942005263
47,1,25 a 34 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118942003056
47,1,45 a 54 años,Femenino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941999101
47,1,65 años en adelante,Masculino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941990809
48,1,35 a 44 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,55 a 64 años,Femenino,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941965709
33,0.717391304,45 a 54 años,Femenino,Jalisco,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941930537
45,0.97826087,55 a 64 años,Femenino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941918421
47,1,35 a 44 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941910074
42,0.913043478,65 años en adelante,Masculino,Baja California,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941908521
45,0.97826087,45 a 54 años,Masculino,Oaxaca,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941874237
49,1,45 a 54 años,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941834526
49,1,25 a 34 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941823578
47,1,45 a 54 años,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941650052
50,1,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941772714
41,0.891304348,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941748823
45,0.97826087,55 a 64 años,Masculino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941731527
40,0.869565217,65 años en adelante,Femenino,Tlaxcala,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941717854
47,1,35 a 44 años,Femenino,Puebla,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941715899
42,0.913043478,65 años en adelante,Masculino,Puebla,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941693763
41,0.891304348,18 a 24 años,Masculino,Hidalgo,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941674027
41,0.891304348,65 años en adelante,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941663212
45,0.97826087,45 a 54 años,Masculino,Nuevo León,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941653105
35,0.760869565,65 años en adelante,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941648232
44,0.956521739,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941610336
44,0.956521739,55 a 64 años,Masculino,Tamaulipas,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941610278
48,1,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941518114
46,1,25 a 34 años,Femenino,Tabasco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941495811
48,1,35 a 44 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118941348123
48,1,35 a 44 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118941350894
44,0.956521739,55 a 64 años,Femenino,Baja California,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941331903
41,0.891304348,65 años en adelante,Masculino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941325860
32,0.695652174,65 años en adelante,Masculino,Nuevo León,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941319078
45,0.97826087,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941317577
42,0.913043478,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941317263
45,0.97826087,55 a 64 años,Femenino,Jalisco,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941307675
46,1,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941286199
46,1,45 a 54 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941285922
45,0.97826087,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941291901
45,0.97826087,55 a 64 años,Femenino,Sinaloa,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941282034
47,1,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941283497
42,0.913043478,65 años en adelante,Masculino,Hidalgo,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941275157
46,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941269265
49,1,35 a 44 años,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,13 a 17 años,Masculino,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941261974
46,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941257299
47,1,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941206599
47,1,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941245922
46,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941245210
38,0.826086957,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941225508
46,1,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941238338
49,1,35 a 44 años,Femenino,Baja California,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,Ambos tipos de instituciones (públicas y privadas),461757777,118941235522
47,1,35 a 44 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941226588
47,1,35 a 44 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118941211790
48,1,45 a 54 años,Masculino,Tabasco,Maestría,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",13 a 17 años,Masculino,"A nombre de un menor que yo cuido (hija, hijo, nieto, entre otros)",FALSE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941198546
50,1,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941216582
49,1,65 años en adelante,Masculino,Querétaro,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941211182
50,1,65 años en adelante,Femenino,Ciudad de México,Licenciatura completa,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",65 años en adelante,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941200695
45,0.97826087,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941191431
47,1,25 a 34 años,Femenino,Jalisco,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941201616
46,1,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941193257
46,1,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941188332
48,1,55 a 64 años,Masculino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941186969
48,1,35 a 44 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941171869
49,1,45 a 54 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941186745
40,0.869565217,45 a 54 años,Masculino,Estado de México,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941173271
41,0.891304348,55 a 64 años,Femenino,Jalisco,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941175867
45,0.97826087,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941167822
42,0.913043478,45 a 54 años,Femenino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941164206
47,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941160224
48,1,65 años en adelante,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941161835
41,0.891304348,65 años en adelante,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941163430
47,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941093453
45,0.97826087,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941101028
47,1,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941158208
32,0.695652174,25 a 34 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941147969
49,1,65 años en adelante,Masculino,Estado de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941148687
45,0.97826087,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941153330
46,1,65 años en adelante,Masculino,Estado de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941148820
45,0.97826087,55 a 64 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941143458
48,1,25 a 34 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941132856
41,0.891304348,55 a 64 años,Masculino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118941126788
48,1,35 a 44 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941116858
32,0.695652174,65 años en adelante,Femenino,Ciudad de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C-,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941115259
42,0.913043478,45 a 54 años,Femenino,Estado de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941114829
46,1,35 a 44 años,Masculino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941110883
50,1,65 años en adelante,Femenino,Estado de México,Preparatoria completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941095464
44,0.956521739,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941099304
48,1,35 a 44 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118941114058
49,1,45 a 54 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941106948
50,1,45 a 54 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941102323
49,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118941101214
49,1,35 a 44 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118941098204
41,0.891304348,55 a 64 años,Masculino,Yucatán,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118941057207
32,0.695652174,35 a 44 años,Femenino,Veracruz,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118940971963
35,0.760869565,45 a 54 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118940943043
33,0.717391304,55 a 64 años,Masculino,Baja California,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118940924179
45,0.97826087,55 a 64 años,Masculino,Hidalgo,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118940883999
32,0.695652174,65 años en adelante,Masculino,Nuevo León,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118940786498
49,1,55 a 64 años,Femenino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118940660653
44,0.956521739,55 a 64 años,Femenino,Estado de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,Ambos tipos de instituciones (públicas y privadas),461757777,118940594896
48,1,25 a 34 años,Masculino,San Luis Potosí,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118940544066
46,1,65 años en adelante,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118940548059
49,1,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118940504926
41,0.891304348,18 a 24 años,Masculino,Ciudad de México,Doctorado,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118940414542
40,0.869565217,45 a 54 años,Masculino,Nayarit,Doctorado,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118940404804
42,0.913043478,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118940366012
41,0.891304348,65 años en adelante,Masculino,Tamaulipas,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118940326310
42,0.913043478,55 a 64 años,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118940261533
46,1,55 a 64 años,Femenino,Ciudad de México,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118940149883
45,0.97826087,45 a 54 años,Masculino,Yucatán,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118940144427
45,0.97826087,55 a 64 años,Masculino,Querétaro,Carrera técnica,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118940082259
49,1,25 a 34 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118940052989
46,1,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118939943714
42,0.913043478,45 a 54 años,Masculino,Puebla,Licenciatura completa,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939907531
41,0.891304348,65 años en adelante,Masculino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,Ambos tipos de instituciones (públicas y privadas),461757777,118939872693
47,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939717576
49,1,55 a 64 años,Femenino,Ciudad de México,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939709858
43,0.934782609,55 a 64 años,Femenino,Ciudad de México,Maestría,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",55 a 64 años,Femenino,"A nombre de un adulto que yo cuido (madre, padre, hermano, tíos, entre otros)",FALSE,C+,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939696994
33,0.717391304,65 años en adelante,Masculino,Puebla,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939695039
42,0.913043478,65 años en adelante,Masculino,San Luis Potosí,Maestría,En mi nombre,,,En mi nombre,TRUE,C+,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939690721
40,0.869565217,65 años en adelante,Masculino,Nuevo León,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Privada (Ejemplos: hospitales privados, consultorios particulares, clínicas privadas, consultorios anexos a farmacias)",461757777,118939676319
45,0.97826087,65 años en adelante,Femenino,Sinaloa,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,Ambos tipos de instituciones (públicas y privadas),461757777,118939666072
46,1,55 a 64 años,Femenino,Hidalgo,Maestría,En mi nombre,,,En mi nombre,TRUE,A/B,"En Institución Pública o Gubernamental (Ejemplos: IMSS, ISSSTE, PEMEX, Secretaría de Salud, hospitales militares)",461757777,118939666193
